"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Legs","31 Aug 2025, 10:05","31 Aug 2025, 11:06","","Leg Extension (Machine)",,"",1,"normal",250,7,,,
"Legs","31 Aug 2025, 10:05","31 Aug 2025, 11:06","","Leg Extension (Machine)",,"",2,"normal",235,6,,,
"Legs","31 Aug 2025, 10:05","31 Aug 2025, 11:06","","Leg Extension (Machine)",,"",3,"normal",225,7,,,
"Legs","31 Aug 2025, 10:05","31 Aug 2025, 11:06","","Lying Leg Curl (Machine)",,"",0,"normal",165,6,,,
"Legs","31 Aug 2025, 10:05","31 Aug 2025, 11:06","","Lying Leg Curl (Machine)",,"",1,"normal",150,7,,,
"Legs","31 Aug 2025, 10:05","31 Aug 2025, 11:06","","Lying Leg Curl (Machine)",,"",2,"normal",150,6,,,
"Legs","31 Aug 2025, 10:05","31 Aug 2025, 11:06","","Standing Calf Raise (Machine)",,"",0,"normal",350,10,,,
"Legs","31 Aug 2025, 10:05","31 Aug 2025, 11:06","","Standing Calf Raise (Machine)",,"",1,"normal",350,7,,,
"Legs","31 Aug 2025, 10:05","31 Aug 2025, 11:06","","Standing Calf Raise (Machine)",,"",2,"normal",350,8,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Pull Up (Weighted)",,"",0,"normal",,12,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Pull Up (Weighted)",,"",1,"normal",,8,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Pull Up (Weighted)",,"",2,"normal",,8,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Iso-Lateral Row (Machine)",,"",0,"normal",340,8,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Iso-Lateral Row (Machine)",,"",1,"normal",340,7,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Iso-Lateral Row (Machine)",,"",2,"normal",340,7,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Lat Pulldown (Cable)",,"",0,"normal",170,8,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Lat Pulldown (Cable)",,"",1,"normal",170,7,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",150,7,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",145,8,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Seated Incline Curl (Dumbbell)",,"",0,"normal",60,7,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Seated Incline Curl (Dumbbell)",,"",1,"normal",50,7,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Seated Incline Curl (Dumbbell)",,"",2,"normal",50,6,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Seated Incline Curl (Dumbbell)",,"",3,"normal",50,5,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",60,20,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"normal",60,19,,,
"Pull","30 Aug 2025, 22:06","30 Aug 2025, 23:24","","Behind the Back Bicep Wrist Curl (Barbell)",,"",2,"normal",60,9,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Incline Bench Press (Dumbbell)",,"",0,"normal",150,6,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Incline Bench Press (Dumbbell)",,"",1,"normal",140,6,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Incline Bench Press (Dumbbell)",,"",2,"normal",140,5,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Overhead Press (Dumbbell)",,"",0,"normal",90,7,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Overhead Press (Dumbbell)",,"",1,"normal",90,6,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Overhead Press (Dumbbell)",,"",2,"normal",90,6,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Triceps Extension (Cable)",,"",0,"normal",125,7,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Triceps Extension (Cable)",,"",1,"normal",120,8,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Triceps Extension (Cable)",,"",2,"normal",120,7,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Triceps Extension (Cable)",,"",3,"normal",120,5,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Chest Fly (Machine)",,"",0,"normal",175,7,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Chest Fly (Machine)",,"",1,"normal",175,6,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Chest Fly (Machine)",,"",2,"normal",165,7,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Lateral Raise (Dumbbell)",,"",0,"normal",30,10,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Lateral Raise (Dumbbell)",,"",1,"normal",30,11,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Lateral Raise (Dumbbell)",,"",2,"normal",30,11,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Decline Crunch (Weighted)",,"",0,"normal",15,9,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Decline Crunch (Weighted)",,"",1,"normal",15,7,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Decline Crunch (Weighted)",,"",2,"normal",15,6,,,
"Push","29 Aug 2025, 12:55","29 Aug 2025, 14:09","","Decline Crunch (Weighted)",,"",3,"normal",10,6,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Smith Bulgarian Squat",,"Assume sw 15",0,"normal",195,8,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Smith Bulgarian Squat",,"Assume sw 15",1,"normal",195,7,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Smith Bulgarian Squat",,"Assume sw 15",2,"normal",195,6,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Lying Leg Curl (Machine)",,"",0,"normal",165,7,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Lying Leg Curl (Machine)",,"",1,"normal",165,6,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Lying Leg Curl (Machine)",,"",2,"normal",150,7,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Lying Leg Curl (Machine)",,"",3,"normal",150,6,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Hip Adduction (Machine)",,"",0,"normal",255,9,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Hip Adduction (Machine)",,"",1,"normal",255,7,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Standing Calf Raise (Machine)",,"",0,"normal",350,10,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Standing Calf Raise (Machine)",,"",1,"normal",350,7,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Standing Calf Raise (Machine)",,"",2,"normal",350,8,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Standing Calf Raise (Machine)",,"",3,"normal",350,7,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Leg Extension (Machine)",,"",0,"normal",260,7,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Leg Extension (Machine)",,"",1,"normal",250,8,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Leg Extension (Machine)",,"",2,"normal",250,6,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Leg Extension (Machine)",,"",3,"normal",250,4,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",100,13,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"normal",100,9,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Behind the Back Bicep Wrist Curl (Barbell)",,"",2,"normal",100,9,,,
"Lower","27 Aug 2025, 19:17","27 Aug 2025, 20:46","","Behind the Back Bicep Wrist Curl (Barbell)",,"",3,"normal",100,9,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Lateral Raise (Cable)",,"",0,"normal",10,7,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Lateral Raise (Cable)",,"",1,"normal",10,8,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Lateral Raise (Cable)",,"",2,"normal",10,9,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Lateral Raise (Cable)",,"",3,"normal",10,8,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Bench Press (Barbell)",,"",0,"normal",195,3,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Incline Bench Press (Dumbbell)",,"",0,"normal",140,5,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Lat Pulldown (Cable)",,"",0,"normal",175,9,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Lat Pulldown (Cable)",,"",1,"normal",175,8,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Lat Pulldown (Cable)",,"",2,"normal",175,5,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Iso-lateral Incline Chest Press",,"",0,"normal",190,9,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Iso-lateral Incline Chest Press",,"",1,"normal",190,7,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","T Bar Row",,"",0,"normal",135,10,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","T Bar Row",,"",1,"normal",135,8,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","T Bar Row",,"",2,"normal",135,7,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Triceps Pushdown",,"",0,"normal",70,11,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Triceps Pushdown",,"",1,"normal",70,8,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Triceps Pushdown",,"",2,"normal",70,6,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Preacher Curl (Machine)",,"",0,"normal",100,9,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Preacher Curl (Machine)",,"",1,"normal",95,8,,,
"Upper","26 Aug 2025, 12:28","26 Aug 2025, 14:09","","Preacher Curl (Machine)",,"",2,"normal",80,7,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Squat (Barbell)",,"",0,"normal",295,5,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Squat (Barbell)",,"",1,"normal",275,6,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Squat (Barbell)",,"",2,"normal",245,7,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Romanian Deadlift (Barbell)",,"",0,"normal",315,7,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Romanian Deadlift (Barbell)",,"",1,"normal",315,6,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Hack Squat (Machine)",,"Assume sw 0",0,"normal",200,5,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Lying Leg Curl (Machine)",,"",0,"normal",160,7,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Lying Leg Curl (Machine)",,"",1,"normal",150,8,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Lying Leg Curl (Machine)",,"",2,"normal",150,7,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Leg Extension (Machine)",,"",0,"normal",260,7,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Leg Extension (Machine)",,"",1,"normal",250,7,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Leg Extension (Machine)",,"",2,"normal",250,6,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Standing Calf Raise (Machine)",,"",0,"normal",350,10,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Standing Calf Raise (Machine)",,"",1,"normal",350,7,,,
"Legs","24 Aug 2025, 10:13","24 Aug 2025, 11:54","","Standing Calf Raise (Machine)",,"",2,"normal",350,8,,,
"Pull","23 Aug 2025, 17:08","23 Aug 2025, 18:25","","Pull Up (Weighted)",,"",0,"normal",,14,,,
"Pull","23 Aug 2025, 17:08","23 Aug 2025, 18:25","","Pull Up (Weighted)",,"",1,"normal",,10,,,
"Pull","23 Aug 2025, 17:08","23 Aug 2025, 18:25","","Pull Up (Weighted)",,"",2,"normal",,8,,,
"Pull","23 Aug 2025, 17:08","23 Aug 2025, 18:25","","Iso-Lateral Low Row",,"",0,"normal",278,9,,,
"Pull","23 Aug 2025, 17:08","23 Aug 2025, 18:25","","Iso-Lateral Low Row",,"",1,"normal",278,8,,,
"Pull","23 Aug 2025, 17:08","23 Aug 2025, 18:25","","Face Pull",,"",0,"normal",120,7,,,
"Pull","23 Aug 2025, 17:08","23 Aug 2025, 18:25","","Face Pull",,"",1,"normal",110,8,,,
"Pull","23 Aug 2025, 17:08","23 Aug 2025, 18:25","","Face Pull",,"",2,"normal",110,7,,,
"Pull","23 Aug 2025, 17:08","23 Aug 2025, 18:25","","Bicep Curl (Barbell)",,"",0,"normal",45,11,,,
"Pull","23 Aug 2025, 17:08","23 Aug 2025, 18:25","","Bicep Curl (Barbell)",,"",1,"normal",45,10,,,
"Pull","23 Aug 2025, 17:08","23 Aug 2025, 18:25","","Bicep Curl (Barbell)",,"",2,"normal",45,10,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Incline Bench Press (Barbell)",,"",0,"normal",165,6,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Incline Bench Press (Barbell)",,"",1,"normal",155,7,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Incline Bench Press (Barbell)",,"",2,"normal",135,9,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",150,8,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",150,7,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",150,6,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Triceps Extension (Cable)",,"",0,"normal",125,7,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Triceps Extension (Cable)",,"",1,"normal",120,7,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Triceps Extension (Cable)",,"",2,"normal",110,7,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Triceps Extension (Cable)",,"",3,"normal",110,6,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Lateral Raise (Dumbbell)",,"",0,"normal",40,10,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Lateral Raise (Dumbbell)",,"",1,"normal",40,8,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Lateral Raise (Dumbbell)",,"",2,"normal",40,7,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Lateral Raise (Dumbbell)",,"",3,"normal",40,6,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Chest Fly (Machine)",,"",0,"normal",175,8,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Chest Fly (Machine)",,"",1,"normal",175,6,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Chest Fly (Machine)",,"",2,"normal",165,6,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Overhead Press (Dumbbell)",,"",0,"normal",90,6,,,
"Push","22 Aug 2025, 07:37","22 Aug 2025, 09:06","","Overhead Press (Dumbbell)",,"",1,"normal",90,6,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Smith Bulgarian Squat",,"Assume sw 15",0,"normal",195,6,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Smith Bulgarian Squat",,"Assume sw 15",1,"normal",175,6,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Smith Bulgarian Squat",,"Assume sw 15",2,"normal",175,5,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Lying Leg Curl (Machine)",,"",0,"normal",160,7,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Lying Leg Curl (Machine)",,"",1,"normal",150,7,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Lying Leg Curl (Machine)",,"",2,"normal",145,6,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Standing Calf Raise (Machine)",,"",0,"normal",360,9,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Standing Calf Raise (Machine)",,"",1,"normal",360,7,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Standing Calf Raise (Machine)",,"",2,"normal",350,8,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Standing Calf Raise (Machine)",,"",3,"normal",350,7,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Leg Extension (Machine)",,"",0,"normal",260,8,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Leg Extension (Machine)",,"",1,"normal",250,7,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Leg Extension (Machine)",,"",2,"normal",250,6,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",100,12,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"normal",100,13,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Behind the Back Bicep Wrist Curl (Barbell)",,"",2,"normal",100,9,,,
"Lower","20 Aug 2025, 12:54","20 Aug 2025, 14:35","","Behind the Back Bicep Wrist Curl (Barbell)",,"",3,"normal",100,9,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Incline Bench Press (Barbell)",,"",0,"normal",155,8,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Incline Bench Press (Barbell)",,"",1,"normal",155,6,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Incline Bench Press (Barbell)",,"",2,"normal",135,8,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Lateral Raise (Dumbbell)",,"",0,"normal",40,9,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Lateral Raise (Dumbbell)",,"",1,"normal",40,8,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Lateral Raise (Dumbbell)",,"",2,"normal",40,7,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Lateral Raise (Dumbbell)",,"",3,"normal",40,6,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Lat Pulldown (Cable)",,"",0,"normal",175,9,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Lat Pulldown (Cable)",,"",1,"normal",175,7,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Lat Pulldown (Cable)",,"",2,"normal",175,7,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","T Bar Row",,"",0,"normal",145,6,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","T Bar Row",,"",1,"normal",135,8,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","T Bar Row",,"",2,"normal",135,7,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Triceps Pushdown",,"",0,"normal",70,10,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Triceps Pushdown",,"",1,"normal",70,8,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Triceps Pushdown",,"",2,"normal",70,6,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Preacher Curl (Machine)",,"",0,"normal",95,11,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Preacher Curl (Machine)",,"",1,"normal",95,8,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Preacher Curl (Machine)",,"",2,"normal",80,8,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Chest Press (Machine)",,"",0,"normal",120,10,,,
"Upper","19 Aug 2025, 17:59","19 Aug 2025, 19:25","","Chest Press (Machine)",,"",1,"normal",120,9,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Squat (Barbell)",,"",0,"normal",295,4,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Squat (Barbell)",,"",1,"normal",275,6,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Romanian Deadlift (Barbell)",,"",0,"normal",315,5,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Romanian Deadlift (Barbell)",,"",1,"normal",315,4,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Hack Squat (Machine)",,"Assume 0 sw",0,"normal",180,7,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Hack Squat (Machine)",,"Assume 0 sw",1,"normal",180,7,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Lying Leg Curl (Machine)",,"",0,"normal",150,8,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Lying Leg Curl (Machine)",,"",1,"normal",150,6,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Lying Leg Curl (Machine)",,"",2,"normal",145,6,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Hip Adduction (Machine)",,"",0,"normal",255,9,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Hip Adduction (Machine)",,"",1,"normal",255,7,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Leg Extension (Machine)",,"",0,"normal",255,8,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Leg Extension (Machine)",,"",1,"normal",255,6,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Standing Calf Raise (Machine)",,"",0,"normal",360,8,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Standing Calf Raise (Machine)",,"",1,"normal",360,8,,,
"Legs","18 Aug 2025, 11:22","18 Aug 2025, 12:49","","Standing Calf Raise (Machine)",,"",2,"normal",360,7,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","Pull Up (Weighted)",,"",0,"normal",25,8,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","Pull Up (Weighted)",,"",1,"normal",25,6,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","Pull Up (Weighted)",,"",2,"normal",,8,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","T Bar Row",,"",0,"normal",145,7,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","T Bar Row",,"",1,"normal",135,7,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",175,7,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","Preacher Curl (Machine)",,"",0,"normal",95,10,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","Preacher Curl (Machine)",,"",1,"normal",95,7,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","Preacher Curl (Machine)",,"",2,"normal",80,8,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","Behind the Back Bicep Wrist Curl (Barbell)",,"",0,"normal",100,12,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","Behind the Back Bicep Wrist Curl (Barbell)",,"",1,"normal",100,13,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","Behind the Back Bicep Wrist Curl (Barbell)",,"",2,"normal",100,9,,,
"Pull","16 Aug 2025, 11:56","16 Aug 2025, 13:00","","Behind the Back Bicep Wrist Curl (Barbell)",,"",3,"normal",100,9,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Incline Bench Press (Dumbbell)",,"",0,"normal",150,5,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Incline Bench Press (Dumbbell)",,"",1,"normal",140,6,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Incline Bench Press (Dumbbell)",,"",2,"normal",140,5,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Triceps Extension (Cable)",,"",0,"normal",120,8,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Triceps Extension (Cable)",,"",1,"normal",120,7,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Triceps Extension (Cable)",,"",2,"normal",110,7,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Triceps Extension (Cable)",,"",3,"normal",110,6,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Overhead Press (Dumbbell)",,"",0,"normal",90,8,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Overhead Press (Dumbbell)",,"",1,"normal",90,6,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Lateral Raise (Dumbbell)",,"",0,"normal",40,7,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Lateral Raise (Dumbbell)",,"",1,"normal",40,7,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Lateral Raise (Dumbbell)",,"",2,"normal",40,7,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Chest Fly (Machine)",,"",0,"normal",170,7,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Chest Fly (Machine)",,"",1,"normal",170,6,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Chest Fly (Machine)",,"",2,"normal",170,6,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Chest Press (Machine)",,"",0,"normal",100,5,,,
"Push","15 Aug 2025, 19:38","15 Aug 2025, 20:44","","Chest Press (Machine)",,"",1,"normal",85,6,,,
