"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_miles","duration_seconds","rpe"
"HIT Pull","21 Aug 2023, 09:06","21 Aug 2023, 09:48","","EZ Bar Biceps Curl",,"",2,"failure",36.29,2,,,
"HIT Pull","21 Aug 2023, 09:06","21 Aug 2023, 09:48","","EZ Bar Biceps Curl",,"",3,"dropset",22.68,7,,,
"Forearms (track right)","19 Aug 2023, 10:57","19 Aug 2023, 11:06","","Cable Wrist Curl",,"",0,"warmup",13.61,6,,,
"Forearms (track right)","19 Aug 2023, 10:57","19 Aug 2023, 11:06","","Cable Wrist Curl",,"",1,"failure",19.28,11,,,
"Forearms (track right)","19 Aug 2023, 10:57","19 Aug 2023, 11:06","","Cable Wrist Curl",,"",2,"failure",15.88,7,,,
"Forearms (track right)","19 Aug 2023, 10:57","19 Aug 2023, 11:06","","Cable Wrist Curl",,"",3,"failure",13.61,8,,,
"Forearms (track right)","19 Aug 2023, 10:57","19 Aug 2023, 11:06","","Seated Wrist Extension (Barbell)",,"",0,"failure",9.07,15,,,
"Forearms (track right)","19 Aug 2023, 10:57","19 Aug 2023, 11:06","","Seated Wrist Extension (Barbell)",,"",1,"failure",9.07,15,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Leg Press (Machine)",,"",0,"warmup",135.17,5,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Leg Press (Machine)",,"",1,"warmup",216.82,5,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Leg Press (Machine)",,"",2,"failure",321.14,8,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Leg Press (Machine)",,"",3,"dropset",239.5,5,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Leg Press (Machine)",,"",4,"dropset",175.99,9,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Romanian Deadlift (Barbell)",,"",0,"warmup",102.06,3,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Romanian Deadlift (Barbell)",,"",1,"failure",142.88,5,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Romanian Deadlift (Barbell)",,"",2,"failure",102.06,3,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Leg Extension (Machine)",,"",0,"warmup",36.29,4,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Leg Extension (Machine)",,"",1,"failure",81.65,11,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Leg Extension (Machine)",,"",2,"dropset",54.43,5,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Leg Extension (Machine)",,"",3,"dropset",36.29,4,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Seated Calf Raise",,"",0,"failure",117.93,9,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Seated Calf Raise",,"",1,"dropset",108.86,4,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Seated Calf Raise",,"",2,"dropset",88.45,5,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Seated Leg Curl (Machine)",,"",0,"warmup",54.43,4,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Seated Leg Curl (Machine)",,"",1,"failure",81.65,9,,,
"HIT Legs","19 Aug 2023, 10:13","19 Aug 2023, 10:54","","Seated Leg Curl (Machine)",,"",2,"dropset",54.43,7,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Incline Bench Press (Barbell)",,"",0,"warmup",61.24,4,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Incline Bench Press (Barbell)",,"",1,"failure",90.72,6,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Incline Bench Press (Barbell)",,"",2,"dropset",68.04,4,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Chest Fly (Machine)",,"",0,"failure",27.22,11,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Chest Fly (Machine)",,"",1,"dropset",18.14,6,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Shoulder Press (Dumbbell)",,"",0,"warmup",18.14,8,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Shoulder Press (Dumbbell)",,"",1,"failure",68.04,5,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Shoulder Press (Dumbbell)",,"",2,"dropset",40.82,6,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Lateral Raise (Dumbbell)",,"",0,"failure",31.75,7,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Lateral Raise (Dumbbell)",,"",1,"dropset",22.68,4,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Triceps Pushdown",,"",0,"failure",36.29,8,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Triceps Pushdown",,"",1,"dropset",29.48,5,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Triceps Pushdown",,"",2,"dropset",22.68,4,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Triceps Extension (Cable)",,"",0,"dropset",22.68,9,,,
"HIT Push","17 Aug 2023, 13:42","17 Aug 2023, 14:15","","Triceps Extension (Cable)",,"",1,"dropset",15.88,3,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Straight Arm Lat Pulldown (Cable)",,"",0,"warmup",26.08,8,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Straight Arm Lat Pulldown (Cable)",,"",1,"warmup",26.08,6,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",36.29,8,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",72.57,4,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Lat Pulldown - Close Grip (Cable)",,"",2,"failure",99.79,7,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Lat Pulldown - Close Grip (Cable)",,"",3,"dropset",72.57,3,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Lat Pulldown - Close Grip (Cable)",,"",4,"dropset",54.43,3,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Shrug (Dumbbell)",,"",0,"warmup",52.16,8,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Shrug (Dumbbell)",,"",1,"warmup",92.99,8,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Shrug (Dumbbell)",,"",2,"failure",133.81,11,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Shrug (Dumbbell)",,"",3,"dropset",92.99,8,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Shrug (Dumbbell)",,"",4,"dropset",92.99,8,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","T Bar Row",,"",0,"warmup",20.41,8,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","T Bar Row",,"",1,"warmup",40.82,3,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","T Bar Row",,"",2,"failure",45.36,10,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","T Bar Row",,"",3,"dropset",24.95,5,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","T Bar Row",,"",4,"dropset",24.95,5,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Straight Arm Lat Pulldown (Cable)",,"",0,"warmup",26.08,6,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Straight Arm Lat Pulldown (Cable)",,"",1,"failure",36.29,10,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Straight Arm Lat Pulldown (Cable)",,"",2,"dropset",26.08,5,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Straight Arm Lat Pulldown (Cable)",,"",3,"dropset",19.28,6,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","EZ Bar Biceps Curl",,"",0,"warmup",18.14,6,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","EZ Bar Biceps Curl",,"",1,"failure",36.29,9,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","EZ Bar Biceps Curl",,"",2,"failure",36.29,2,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","EZ Bar Biceps Curl",,"",3,"dropset",27.22,4,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Spider Curl (Barbell)",,"",0,"failure",18.14,8,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Rear Delt Reverse Fly (Machine)",,"",0,"failure",45.36,8,,,
"HIT Pull","15 Aug 2023, 20:33","15 Aug 2023, 21:38","","Rear Delt Reverse Fly (Machine)",,"",1,"dropset",34.02,9,,,
"Forearms (track right)","13 Aug 2023, 11:03","13 Aug 2023, 11:33","","Cable Wrist Curl",,"",0,"warmup",13.61,6,,,
"Forearms (track right)","13 Aug 2023, 11:03","13 Aug 2023, 11:33","","Cable Wrist Curl",,"",1,"failure",19.28,7,,,
"Forearms (track right)","13 Aug 2023, 11:03","13 Aug 2023, 11:33","","Cable Wrist Curl",,"",2,"failure",15.88,11,,,
"Forearms (track right)","13 Aug 2023, 11:03","13 Aug 2023, 11:33","","Cable Wrist Curl",,"",3,"failure",15.88,11,,,
"Forearms (track right)","13 Aug 2023, 11:03","13 Aug 2023, 11:33","","Seated Wrist Extension (Barbell)",,"",0,"failure",9.07,13,,,
"Forearms (track right)","13 Aug 2023, 11:03","13 Aug 2023, 11:33","","Seated Wrist Extension (Barbell)",,"",1,"failure",9.07,13,,,
"Forearms (track right)","13 Aug 2023, 11:03","13 Aug 2023, 11:33","","Riser",0,"",0,"warmup",2.27,12,,,
"Forearms (track right)","13 Aug 2023, 11:03","13 Aug 2023, 11:33","","Riser",0,"",1,"failure",4.54,20,,,
"Forearms (track right)","13 Aug 2023, 11:03","13 Aug 2023, 11:33","","Riser",0,"",2,"failure",6.8,12,,,
"Forearms (track right)","13 Aug 2023, 11:03","13 Aug 2023, 11:33","","Wrist Rotation (Internal)",1,"",0,"warmup",6.8,10,,,
"Forearms (track right)","13 Aug 2023, 11:03","13 Aug 2023, 11:33","","Wrist Rotation (Internal)",1,"",1,"failure",9.07,18,,,
"Forearms (track right)","13 Aug 2023, 11:03","13 Aug 2023, 11:33","","Wrist Rotation (Internal)",1,"",2,"failure",11.34,11,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Leg Press (Machine)",,"",0,"warmup",135.17,5,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Leg Press (Machine)",,"",1,"warmup",216.82,5,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Leg Press (Machine)",,"",2,"failure",307.54,11,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Leg Press (Machine)",,"",3,"dropset",225.89,5,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Leg Press (Machine)",,"",4,"dropset",144.24,9,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Romanian Deadlift (Barbell)",,"",0,"warmup",102.06,3,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Romanian Deadlift (Barbell)",,"",1,"failure",124.74,10,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Romanian Deadlift (Barbell)",,"",2,"failure",124.74,1,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Leg Extension (Machine)",,"",0,"warmup",36.29,4,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Leg Extension (Machine)",,"",1,"failure",81.65,9,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Leg Extension (Machine)",,"",2,"dropset",54.43,5,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Leg Extension (Machine)",,"",3,"dropset",36.29,3,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Seated Calf Raise",,"",0,"failure",131.54,6,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Seated Calf Raise",,"",1,"dropset",90.72,8,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Seated Calf Raise",,"",2,"dropset",49.9,9,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Seated Leg Curl (Machine)",,"",0,"warmup",54.43,4,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Seated Leg Curl (Machine)",,"",1,"failure",81.65,9,,,
"HIT Legs","13 Aug 2023, 10:17","13 Aug 2023, 11:03","","Seated Leg Curl (Machine)",,"",2,"dropset",54.43,7,,,
"Forearms","11 Aug 2023, 09:38","11 Aug 2023, 09:51","","Cable Wrist Curl",,"track right",0,"warmup",13.61,6,,,
"Forearms","11 Aug 2023, 09:38","11 Aug 2023, 09:51","","Cable Wrist Curl",,"track right",1,"failure",19.28,15,,,
"Forearms","11 Aug 2023, 09:38","11 Aug 2023, 09:51","","Cable Wrist Curl",,"track right",2,"dropset",13.61,13,,,
"Forearms","11 Aug 2023, 09:38","11 Aug 2023, 09:51","","Cable Wrist Curl",,"track right",3,"dropset",9.07,11,,,
"Forearms","11 Aug 2023, 09:38","11 Aug 2023, 09:51","","Seated Wrist Extension (Barbell)",,"dumbbell, track right",0,"failure",9.07,11,,,
"Forearms","11 Aug 2023, 09:38","11 Aug 2023, 09:51","","Seated Wrist Extension (Barbell)",,"dumbbell, track right",1,"failure",9.07,11,,,
"Forearms","11 Aug 2023, 09:38","11 Aug 2023, 09:51","","Internal Rotation",2,"",0,"warmup",4.54,5,,,
"Forearms","11 Aug 2023, 09:38","11 Aug 2023, 09:51","","Internal Rotation",2,"",1,"failure",9.07,11,,,
"Forearms","11 Aug 2023, 09:38","11 Aug 2023, 09:51","","Internal Rotation",2,"",2,"dropset",6.8,3,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Incline Bench Press (Barbell)",,"",0,"warmup",61.24,4,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Incline Bench Press (Barbell)",,"",1,"failure",90.72,6,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Incline Bench Press (Barbell)",,"",2,"dropset",68.04,4,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Chest Fly (Machine)",,"",0,"failure",24.49,10,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Chest Fly (Machine)",,"",1,"dropset",15.42,6,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Shoulder Press (Dumbbell)",,"",0,"warmup",18.14,8,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Shoulder Press (Dumbbell)",,"",1,"failure",63.5,10,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Shoulder Press (Dumbbell)",,"",2,"dropset",40.82,6,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Lateral Raise (Dumbbell)",,"",0,"failure",36.29,5,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Lateral Raise (Dumbbell)",,"",1,"dropset",18.14,12,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Triceps Pushdown",,"",0,"failure",26.08,5,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Triceps Pushdown",,"",1,"dropset",32.89,13,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Triceps Pushdown",,"",2,"dropset",22.68,10,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Triceps Extension (Cable)",,"",0,"dropset",22.68,7,,,
"HIT Push","11 Aug 2023, 09:01","11 Aug 2023, 09:37","","Triceps Extension (Cable)",,"",1,"dropset",13.61,6,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Straight Arm Lat Pulldown (Cable)",,"",0,"warmup",27.22,10,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Straight Arm Lat Pulldown (Cable)",,"",1,"warmup",27.22,10,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",36.29,8,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",72.57,4,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Lat Pulldown - Close Grip (Cable)",,"",2,"failure",90.72,10,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Lat Pulldown - Close Grip (Cable)",,"",3,"failure",72.57,4,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Lat Pulldown - Close Grip (Cable)",,"",4,"failure",54.43,4,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Shrug (Dumbbell)",,"",0,"warmup",52.16,8,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Shrug (Dumbbell)",,"",1,"warmup",92.99,8,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Shrug (Dumbbell)",,"",2,"failure",115.67,15,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Shrug (Dumbbell)",,"",3,"failure",92.99,8,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","T Bar Row",,"",0,"warmup",20.41,8,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","T Bar Row",,"",1,"warmup",40.82,3,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","T Bar Row",,"",2,"failure",45.36,10,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","T Bar Row",,"",3,"failure",24.95,5,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Straight Arm Lat Pulldown (Cable)",,"",0,"warmup",26.08,6,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Straight Arm Lat Pulldown (Cable)",,"",1,"failure",36.29,8,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Straight Arm Lat Pulldown (Cable)",,"",2,"failure",29.48,4,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Straight Arm Lat Pulldown (Cable)",,"",3,"failure",22.68,6,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","EZ Bar Biceps Curl",,"",0,"warmup",18.14,6,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","EZ Bar Biceps Curl",,"",1,"failure",36.29,7,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","EZ Bar Biceps Curl",,"",2,"failure",36.29,1,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","EZ Bar Biceps Curl",,"",3,"failure",36.29,4,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Rear Delt Reverse Fly (Machine)",,"",0,"failure",45.36,8,,,
"HIT Pull","8 Aug 2023, 19:18","8 Aug 2023, 19:56","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",34.02,9,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Leg Press (Machine)",,"",0,"warmup",138.35,8,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Leg Press (Machine)",,"",1,"warmup",219.99,5,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Leg Press (Machine)",,"",2,"failure",298.46,11,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Leg Press (Machine)",,"",3,"failure",216.82,4,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Leg Press (Machine)",,"",4,"failure",135.17,9,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Romanian Deadlift (Barbell)",,"",0,"warmup",102.06,3,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Romanian Deadlift (Barbell)",,"",1,"failure",124.74,9,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Romanian Deadlift (Barbell)",,"",2,"failure",124.74,1,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Leg Extension (Machine)",,"",0,"warmup",36.29,4,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Leg Extension (Machine)",,"",1,"warmup",63.5,4,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Leg Extension (Machine)",,"",2,"failure",72.57,10,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Leg Extension (Machine)",,"",3,"failure",45.36,6,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Leg Extension (Machine)",,"",4,"failure",27.22,8,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Seated Calf Raise",,"",0,"failure",108.86,10,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Seated Calf Raise",,"",1,"failure",88.45,4,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Seated Calf Raise",,"",2,"failure",68.04,5,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Seated Leg Curl (Machine)",,"",0,"warmup",20.41,10,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Seated Leg Curl (Machine)",,"",1,"failure",45.36,11,,,
"HIT Legs","7 Aug 2023, 10:50","7 Aug 2023, 11:47","","Seated Leg Curl (Machine)",,"",2,"failure",31.75,10,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Incline Bench Press (Barbell)",,"",0,"warmup",61.24,4,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Incline Bench Press (Barbell)",,"",1,"failure",83.91,10,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Incline Bench Press (Barbell)",,"",2,"failure",61.24,7,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Cable Fly Crossovers",,"",0,"failure",24.95,12,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Cable Fly Crossovers",,"",1,"failure",15.88,7,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Shoulder Press (Dumbbell)",,"",0,"warmup",18.14,8,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Shoulder Press (Dumbbell)",,"",1,"failure",63.5,11,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Shoulder Press (Dumbbell)",,"",2,"failure",40.82,7,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Lateral Raise (Dumbbell)",,"",0,"failure",31.75,6,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Lateral Raise (Dumbbell)",,"",1,"failure",18.14,9,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Triceps Rope Pushdown",,"",0,"failure",26.08,10,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Triceps Rope Pushdown",,"",1,"failure",19.28,5,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Triceps Rope Pushdown",,"",2,"failure",13.61,5,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Triceps Extension (Cable)",,"",0,"failure",19.28,8,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Triceps Extension (Cable)",,"",1,"failure",13.61,6,,,
"HIT Push","4 Aug 2023, 19:49","4 Aug 2023, 20:38","","Triceps Extension (Cable)",,"",2,"failure",9.07,4,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Straight Arm Lat Pulldown (Cable)",,"",0,"warmup",27.22,10,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Straight Arm Lat Pulldown (Cable)",,"",1,"warmup",27.22,10,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",31.75,6,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Lat Pulldown - Close Grip (Cable)",,"",1,"warmup",63.5,6,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Lat Pulldown - Close Grip (Cable)",,"",2,"failure",83.91,12,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Lat Pulldown - Close Grip (Cable)",,"",3,"failure",72.57,4,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Lat Pulldown - Close Grip (Cable)",,"",4,"failure",54.43,5,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Shrug (Dumbbell)",,"",0,"warmup",52.16,8,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Shrug (Dumbbell)",,"",1,"warmup",92.99,8,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Shrug (Dumbbell)",,"",2,"failure",115.67,13,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Shrug (Dumbbell)",,"",3,"failure",92.99,7,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Seated Cable Row - Bar Wide Grip",,"",0,"warmup",38.56,8,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Seated Cable Row - Bar Wide Grip",,"",1,"failure",72.57,10,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Seated Cable Row - Bar Wide Grip",,"",2,"failure",54.43,4,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Seated Cable Row - Bar Wide Grip",,"",3,"failure",38.56,4,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Straight Arm Lat Pulldown (Cable)",,"",0,"warmup",27.22,10,,,
"HIT Pull","3 Aug 2023, 13:57","3 Aug 2023, 14:33","","Straight Arm Lat Pulldown (Cable)",,"",1,"failure",32.89,10,,,
