"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_miles","duration_seconds","rpe"
"🎈","24 Oct 2025, 07:03","24 Oct 2025, 08:31","","Hang Snatch",,"BTK",0,"normal",85,1,,,
"🎈","24 Oct 2025, 07:03","24 Oct 2025, 08:31","","Hang Snatch",,"BTK",1,"normal",88,1,,,
"🎈","24 Oct 2025, 07:03","24 Oct 2025, 08:31","","Pause Below Knee Clean & Jerk",,"",0,"normal",90,2,,,
"🎈","24 Oct 2025, 07:03","24 Oct 2025, 08:31","","Pause Below Knee Clean & Jerk",,"",1,"normal",95,2,,,
"🎈","24 Oct 2025, 07:03","24 Oct 2025, 08:31","","Clean Pull",,"",0,"normal",130,3,,,
"🎈","24 Oct 2025, 07:03","24 Oct 2025, 08:31","","Clean Pull",,"",1,"normal",130,3,,,
"🎈","24 Oct 2025, 07:03","24 Oct 2025, 08:31","","Clean Pull",,"",2,"normal",130,3,,,
"🎈","24 Oct 2025, 07:03","24 Oct 2025, 08:31","","Reverse Hyperextension",,"",0,"normal",90,10,,,
"🎈","24 Oct 2025, 07:03","24 Oct 2025, 08:31","","Reverse Hyperextension",,"",1,"normal",90,10,,,
"🎈","24 Oct 2025, 07:03","24 Oct 2025, 08:31","","Reverse Hyperextension",,"",2,"normal",90,10,,,
"Poop","22 Oct 2025, 07:44","22 Oct 2025, 08:42","","No Feet Snatch",,"",0,"normal",83,1,,,
"Poop","22 Oct 2025, 07:44","22 Oct 2025, 08:42","","No Feet Snatch",,"",1,"normal",83,1,,,
"Poop","22 Oct 2025, 07:44","22 Oct 2025, 08:42","","No Feet Snatch",,"",2,"normal",83,1,,,
"Poop","22 Oct 2025, 07:44","22 Oct 2025, 08:42","","Clean and Jerk",,"",0,"normal",105,1,,,
"Poop","22 Oct 2025, 07:44","22 Oct 2025, 08:42","","Clean and Jerk",,"",1,"normal",105,1,,,
"Poop","22 Oct 2025, 07:44","22 Oct 2025, 08:42","","Clean and Jerk",,"",2,"normal",105,1,,,
"Poop","22 Oct 2025, 07:44","22 Oct 2025, 08:42","","Front Squat",,"",0,"normal",115,2,,,
"Poop","22 Oct 2025, 07:44","22 Oct 2025, 08:42","","Front Squat",,"",1,"normal",115,2,,,
"Poop","22 Oct 2025, 07:44","22 Oct 2025, 08:42","","Front Squat",,"",2,"normal",115,2,,,
"Poop","22 Oct 2025, 07:44","22 Oct 2025, 08:42","","Snatch High Pull",,"",0,"normal",100,2,,,
"Poop","22 Oct 2025, 07:44","22 Oct 2025, 08:42","","Snatch High Pull",,"",1,"normal",100,2,,,
"Poop","22 Oct 2025, 07:44","22 Oct 2025, 08:42","","Snatch High Pull",,"",2,"normal",100,2,,,
"feeble, uninspired, ready to pass","20 Oct 2025, 19:34","20 Oct 2025, 20:38","","Snatch",,"",0,"normal",90,1,,,
"feeble, uninspired, ready to pass","20 Oct 2025, 19:34","20 Oct 2025, 20:38","","Snatch",,"",1,"normal",95,1,,,
"feeble, uninspired, ready to pass","20 Oct 2025, 19:34","20 Oct 2025, 20:38","","Snatch",,"",2,"normal",100,1,,,
"feeble, uninspired, ready to pass","20 Oct 2025, 19:34","20 Oct 2025, 20:38","","Snatch",,"",3,"normal",104,1,,,
"feeble, uninspired, ready to pass","20 Oct 2025, 19:34","20 Oct 2025, 20:38","","Snatch",,"",4,"normal",90,1,,,
"feeble, uninspired, ready to pass","20 Oct 2025, 19:34","20 Oct 2025, 20:38","","Snatch",,"",5,"normal",97,1,,,
"feeble, uninspired, ready to pass","20 Oct 2025, 19:34","20 Oct 2025, 20:38","","Snatch",,"",6,"normal",102,1,,,
"feeble, uninspired, ready to pass","20 Oct 2025, 19:34","20 Oct 2025, 20:38","","Squat (Barbell)",,"",0,"normal",140,3,,,
"feeble, uninspired, ready to pass","20 Oct 2025, 19:34","20 Oct 2025, 20:38","","Squat (Barbell)",,"",1,"normal",140,3,,,
"feeble, uninspired, ready to pass","20 Oct 2025, 19:34","20 Oct 2025, 20:38","","Squat (Barbell)",,"",2,"normal",140,3,,,
"feeble, uninspired, ready to pass","20 Oct 2025, 19:34","20 Oct 2025, 20:38","","Back Extension Holds",,"",0,"normal",25,,,30,
"feeble, uninspired, ready to pass","20 Oct 2025, 19:34","20 Oct 2025, 20:38","","Back Extension Holds",,"",1,"normal",25,,,30,
"Apiit","17 Oct 2025, 21:16","17 Oct 2025, 21:59","","Lat Pulldown (Cable)",,"",0,"normal",74.84,10,,,
"Apiit","17 Oct 2025, 21:16","17 Oct 2025, 21:59","","Lat Pulldown (Cable)",,"",1,"normal",92.99,7,,,
"Apiit","17 Oct 2025, 21:16","17 Oct 2025, 21:59","","Bent Over Row (Barbell)",,"",0,"normal",61.24,10,,,
"Apiit","17 Oct 2025, 21:16","17 Oct 2025, 21:59","","Bent Over Row (Barbell)",,"",1,"normal",61.24,10,,,
"Apiit","17 Oct 2025, 21:16","17 Oct 2025, 21:59","","Shoulder Press (Dumbbell)",,"",0,"normal",72.57,7,,,
"Apiit","17 Oct 2025, 21:16","17 Oct 2025, 21:59","","Cable Wrist Curl",,"",0,"failure",13.61,17,,,
"Apiit","17 Oct 2025, 21:16","17 Oct 2025, 21:59","","Cable Wrist Curl",,"",1,"failure",13.61,17,,,
"🐻","17 Oct 2025, 07:03","17 Oct 2025, 08:17","","Hang Snatch",,"BTK",0,"normal",83,1,,,
"🐻","17 Oct 2025, 07:03","17 Oct 2025, 08:17","","Hang Snatch",,"BTK",1,"normal",83,1,,,
"🐻","17 Oct 2025, 07:03","17 Oct 2025, 08:17","","Hang Snatch",,"BTK",2,"normal",85,1,,,
"🐻","17 Oct 2025, 07:03","17 Oct 2025, 08:17","","Pause Below Knee Clean & Jerk",,"No jerk",0,"normal",95,1,,,
"🐻","17 Oct 2025, 07:03","17 Oct 2025, 08:17","","Pause Below Knee Clean & Jerk",,"No jerk",1,"normal",95,1,,,
"🐻","17 Oct 2025, 07:03","17 Oct 2025, 08:17","","Pause Below Knee Clean & Jerk",,"No jerk",2,"normal",95,1,,,
"🐻","17 Oct 2025, 07:03","17 Oct 2025, 08:17","","Clean Pull",,"",0,"normal",125,3,,,
"🐻","17 Oct 2025, 07:03","17 Oct 2025, 08:17","","Clean Pull",,"",1,"normal",125,3,,,
"🐻","17 Oct 2025, 07:03","17 Oct 2025, 08:17","","Clean Pull",,"",2,"normal",125,3,,,
"🐻","17 Oct 2025, 07:03","17 Oct 2025, 08:17","","Reverse Hyperextension",,"",0,"normal",70,10,,,
"🐻","17 Oct 2025, 07:03","17 Oct 2025, 08:17","","Reverse Hyperextension",,"",1,"normal",70,10,,,
"🐻","17 Oct 2025, 07:03","17 Oct 2025, 08:17","","Reverse Hyperextension",,"",2,"normal",70,10,,,
"Jerk until you drop 😵‍💫😵‍💫😵‍💫","15 Oct 2025, 06:59","15 Oct 2025, 08:55","","Hip Muscle Squat Snatch",,"",0,"normal",80,2,,,
"Jerk until you drop 😵‍💫😵‍💫😵‍💫","15 Oct 2025, 06:59","15 Oct 2025, 08:55","","Hip Muscle Squat Snatch",,"",1,"normal",80,2,,,
"Jerk until you drop 😵‍💫😵‍💫😵‍💫","15 Oct 2025, 06:59","15 Oct 2025, 08:55","","Hip Muscle Squat Snatch",,"",2,"normal",80,2,,,
"Jerk until you drop 😵‍💫😵‍💫😵‍💫","15 Oct 2025, 06:59","15 Oct 2025, 08:55","","Clean and Jerk",,"",0,"normal",100,3,,,
"Jerk until you drop 😵‍💫😵‍💫😵‍💫","15 Oct 2025, 06:59","15 Oct 2025, 08:55","","Clean and Jerk",,"",1,"normal",100,3,,,
"Jerk until you drop 😵‍💫😵‍💫😵‍💫","15 Oct 2025, 06:59","15 Oct 2025, 08:55","","Clean and Jerk",,"",2,"normal",100,3,,,
"Jerk until you drop 😵‍💫😵‍💫😵‍💫","15 Oct 2025, 06:59","15 Oct 2025, 08:55","","Front Squat",,"",0,"normal",110,3,,,
"Jerk until you drop 😵‍💫😵‍💫😵‍💫","15 Oct 2025, 06:59","15 Oct 2025, 08:55","","Front Squat",,"",1,"normal",110,3,,,
"Jerk until you drop 😵‍💫😵‍💫😵‍💫","15 Oct 2025, 06:59","15 Oct 2025, 08:55","","Snatch Pull",,"",0,"normal",110,3,,,
"Jerk until you drop 😵‍💫😵‍💫😵‍💫","15 Oct 2025, 06:59","15 Oct 2025, 08:55","","Snatch Pull",,"",1,"normal",110,3,,,
"Jerk until you drop 😵‍💫😵‍💫😵‍💫","15 Oct 2025, 06:59","15 Oct 2025, 08:55","","Snatch Pull",,"",2,"normal",110,3,,,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Snatch",,"",0,"normal",90,2,,,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Snatch",,"",1,"normal",90,2,,,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Snatch",,"",2,"normal",90,2,,,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Power Clean and Jerk",,"",0,"normal",90,1,,,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Power Clean and Jerk",,"",1,"normal",90,1,,,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Power Clean and Jerk",,"",2,"normal",95,1,,,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Power Clean and Jerk",,"",3,"normal",100,1,,,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Squat (Barbell)",,"",0,"normal",140,3,,,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Squat (Barbell)",,"",1,"normal",140,3,,,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Squat (Barbell)",,"",2,"normal",140,3,,,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Back Extension Holds",,"",0,"normal",25,,,20,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Back Extension Holds",,"",1,"normal",25,,,20,
"🐮","13 Oct 2025, 19:12","13 Oct 2025, 20:43","","Back Extension Holds",,"",2,"normal",25,,,20,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Hang Snatch",,"",0,"normal",80,2,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Hang Snatch",,"",1,"normal",80,2,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Hang Snatch",,"",2,"normal",80,2,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Split Jerk",,"Don't breathe",0,"normal",90,1,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Split Jerk",,"Don't breathe",1,"normal",100,2,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Split Jerk",,"Don't breathe",2,"normal",110,1,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Split Jerk",,"Don't breathe",3,"normal",100,2,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Split Jerk",,"Don't breathe",4,"normal",100,2,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Split Jerk",,"Don't breathe",5,"normal",110,1,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Clean Pull",,"",0,"normal",120,3,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Clean Pull",,"",1,"normal",120,3,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Clean Pull",,"",2,"normal",120,3,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Reverse Hyperextension",,"",0,"normal",70,10,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Reverse Hyperextension",,"",1,"normal",70,10,,,
"be","10 Oct 2025, 06:59","10 Oct 2025, 08:30","","Reverse Hyperextension",,"",2,"normal",70,10,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Hip Muscle Squat Snatch",,"",0,"normal",75,2,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Hip Muscle Squat Snatch",,"",1,"normal",75,2,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Hip Muscle Squat Snatch",,"",2,"normal",75,2,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Clean and Jerk",,"",0,"normal",100,2,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Clean and Jerk",,"",1,"normal",100,2,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Clean and Jerk",,"",2,"normal",100,2,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Clean and Jerk",,"",3,"normal",100,2,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Front Squat",,"",0,"normal",110,2,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Front Squat",,"",1,"normal",110,2,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Front Squat",,"",2,"normal",110,2,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Snatch Pull",,"",0,"normal",105,3,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Snatch Pull",,"",1,"normal",105,3,,,
"Fronc","8 Oct 2025, 07:08","8 Oct 2025, 08:39","","Snatch Pull",,"",2,"normal",105,3,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Snatch",,"",0,"normal",100,1,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Snatch",,"",1,"normal",100,1,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Snatch",,"",2,"normal",105,1,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Power Clean",,"",0,"normal",95,1,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Power Clean",,"",1,"normal",95,1,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Power Clean",,"",2,"normal",100,1,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Power Clean",,"",3,"normal",100,1,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Push Press",,"",0,"normal",95,2,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Push Press",,"",1,"normal",95,2,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Push Press",,"",2,"normal",100,2,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Push Press",,"",3,"normal",100,2,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Squat (Barbell)",,"Drat",0,"normal",140,2,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Squat (Barbell)",,"Drat",1,"normal",155,2,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Squat (Barbell)",,"Drat",2,"normal",160,1,,,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Back Extension Holds",,"",0,"normal",25,,,20,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Back Extension Holds",,"",1,"normal",25,,,20,
"weak and afraid","6 Oct 2025, 17:36","6 Oct 2025, 19:36","","Back Extension Holds",,"",2,"normal",25,,,20,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Hang Snatch",,"",0,"normal",75,2,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Hang Snatch",,"",1,"normal",75,2,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Hang Snatch",,"",2,"normal",75,2,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Split Jerk",,"",0,"normal",90,1,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Split Jerk",,"",1,"normal",100,1,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Split Jerk",,"",2,"normal",110,1,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Split Jerk",,"",3,"normal",110,1,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Split Jerk",,"",4,"normal",115,1,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Split Jerk",,"",5,"normal",120,1,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Split Jerk",,"",6,"normal",125,1,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Split Jerk",,"",7,"normal",130,1,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Clean Pull",,"",0,"normal",115,3,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Clean Pull",,"",1,"normal",115,3,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Clean Pull",,"",2,"normal",115,3,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Reverse Hyperextension",,"",0,"normal",70,10,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Reverse Hyperextension",,"",1,"normal",70,10,,,
"💂‍♂️","3 Oct 2025, 06:07","3 Oct 2025, 07:47","","Reverse Hyperextension",,"",2,"normal",70,10,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Pause Snatch",,"Atk + btk",0,"normal",83,2,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Pause Snatch",,"Atk + btk",1,"normal",83,2,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Pause Snatch",,"Atk + btk",2,"normal",87,2,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Pause Snatch",,"Atk + btk",3,"normal",90,1,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Pause Snatch",,"Atk + btk",4,"normal",92,2,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Clean and Jerk",,"",0,"normal",105,1,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Clean and Jerk",,"",1,"normal",105,1,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Clean and Jerk",,"",2,"normal",105,1,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Clean and Jerk",,"",3,"normal",105,1,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Front Squat",,"",0,"normal",105,3,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Front Squat",,"",1,"normal",105,3,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Front Squat",,"",2,"normal",105,3,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Between-Grip Pull",,"",0,"normal",120,4,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Between-Grip Pull",,"",1,"normal",120,4,,,
"r","1 Oct 2025, 07:55","1 Oct 2025, 09:18","","Between-Grip Pull",,"",2,"normal",120,4,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Snatch",,"",0,"normal",90,1,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Snatch",,"",1,"normal",90,1,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Snatch",,"",2,"normal",90,1,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Snatch",,"",3,"normal",90,1,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Snatch",,"",4,"normal",90,1,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Snatch",,"",5,"normal",95,1,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Snatch",,"",6,"normal",95,1,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Snatch",,"",7,"normal",100,1,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Push Press",,"Power clean up",0,"normal",90,3,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Push Press",,"Power clean up",1,"normal",90,3,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Push Press",,"Power clean up",2,"normal",90,3,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Squat (Barbell)",,"",0,"normal",125,4,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Squat (Barbell)",,"",1,"normal",125,4,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Squat (Barbell)",,"",2,"normal",125,4,,,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Back Extension Holds",,"",0,"normal",25,,,15,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Back Extension Holds",,"",1,"normal",25,,,15,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Back Extension Holds",,"",2,"normal",25,,,15,
"G","29 Sep 2025, 17:34","29 Sep 2025, 19:15","","Back Extension Holds",,"",3,"normal",25,,,15,
"poob","26 Sep 2025, 13:07","26 Sep 2025, 13:51","","Front Squat",,"2nd set 3s descent, pause",0,"normal",111.13,3,,,
"poob","26 Sep 2025, 13:07","26 Sep 2025, 13:51","","Front Squat",,"2nd set 3s descent, pause",1,"normal",79.38,5,,,
"poob","26 Sep 2025, 13:07","26 Sep 2025, 13:51","","Chin Up (Weighted)",,"",0,"normal",,8,,,
"poob","26 Sep 2025, 13:07","26 Sep 2025, 13:51","","Chin Up (Weighted)",,"",1,"normal",,5,,,
"poob","26 Sep 2025, 13:07","26 Sep 2025, 13:51","","Pull Up (Weighted)",,"",0,"normal",,4,,,
"poob","26 Sep 2025, 13:07","26 Sep 2025, 13:51","","Bicep Curl (Barbell)",,"",0,"failure",40.82,9,,,
"poob","26 Sep 2025, 13:07","26 Sep 2025, 13:51","","Bicep Curl (Barbell)",,"",1,"dropset",20.41,6,,,
"poob","26 Sep 2025, 13:07","26 Sep 2025, 13:51","","Bent Over Row (Barbell)",,"",0,"normal",61.24,9,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Hip Muscle Squat Snatch",,"",0,"normal",85,1,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Hip Muscle Squat Snatch",,"",1,"normal",85,1,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Hip Muscle Squat Snatch",,"",2,"normal",85,1,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Hang Clean",,"BTK",0,"normal",95,2,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Hang Clean",,"BTK",1,"normal",95,2,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Hang Clean",,"BTK",2,"normal",95,2,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Bent Over Row (Barbell)",,"",0,"normal",60,6,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Bent Over Row (Barbell)",,"",1,"normal",70,6,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Bent Over Row (Barbell)",,"",2,"normal",80,6,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Bent Over Row (Barbell)",,"",3,"normal",85,6,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Reverse Hyperextension",,"",0,"normal",60,10,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Reverse Hyperextension",,"",1,"normal",60,10,,,
"Poot","26 Sep 2025, 06:59","26 Sep 2025, 08:29","","Reverse Hyperextension",,"",2,"normal",60,10,,,
"🤢","24 Sep 2025, 07:54","24 Sep 2025, 09:34","","Snatch",,"Pause otf + btk",0,"normal",85,1,,,
"🤢","24 Sep 2025, 07:54","24 Sep 2025, 09:34","","Snatch",,"Pause otf + btk",1,"normal",85,1,,,
"🤢","24 Sep 2025, 07:54","24 Sep 2025, 09:34","","Snatch",,"Pause otf + btk",2,"normal",90,1,,,
"🤢","24 Sep 2025, 07:54","24 Sep 2025, 09:34","","Snatch",,"Pause otf + btk",3,"normal",94,1,,,
"🤢","24 Sep 2025, 07:54","24 Sep 2025, 09:34","","Clean and Jerk",,"115 pressout, 105 boofed",0,"normal",110,1,,,
"🤢","24 Sep 2025, 07:54","24 Sep 2025, 09:34","","Clean and Jerk",,"115 pressout, 105 boofed",1,"normal",115,1,,,
"🤢","24 Sep 2025, 07:54","24 Sep 2025, 09:34","","Front Squat",,"3s pause, 115 boofed",0,"normal",100,1,,,
"🤢","24 Sep 2025, 07:54","24 Sep 2025, 09:34","","Front Squat",,"3s pause, 115 boofed",1,"normal",110,1,,,
"🤢","24 Sep 2025, 07:54","24 Sep 2025, 09:34","","Between-Grip Pull",,"",0,"normal",115,4,,,
"🤢","24 Sep 2025, 07:54","24 Sep 2025, 09:34","","Between-Grip Pull",,"",1,"normal",115,4,,,
"🤢","24 Sep 2025, 07:54","24 Sep 2025, 09:34","","Between-Grip Pull",,"",2,"normal",115,4,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Snatch",,"Missed 98 disgustingly",0,"normal",90,2,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Snatch",,"Missed 98 disgustingly",1,"normal",95,2,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Power Clean",0,"",0,"normal",90,1,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Power Clean",0,"",1,"normal",100,1,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Power Clean",0,"",2,"normal",105,1,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Power Clean",0,"",3,"normal",110,1,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Push Press",0,"",0,"normal",90,1,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Push Press",0,"",1,"normal",100,1,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Push Press",0,"",2,"normal",105,1,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Push Press",0,"",3,"normal",110,1,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Squat (Barbell)",,"",0,"normal",120,5,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Squat (Barbell)",,"",1,"normal",120,5,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Squat (Barbell)",,"",2,"normal",125,5,,,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Back Extension Holds",,"",0,"normal",20,,,30,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Back Extension Holds",,"",1,"normal",20,,,30,
"gasshahahhh","22 Sep 2025, 16:54","22 Sep 2025, 18:54","","Back Extension Holds",,"",2,"normal",20,,,30,
"r","19 Sep 2025, 07:00","19 Sep 2025, 08:44","","Hip Muscle Squat Snatch",,"",0,"normal",75,2,,,
"r","19 Sep 2025, 07:00","19 Sep 2025, 08:44","","Hip Muscle Squat Snatch",,"",1,"normal",75,2,,,
"r","19 Sep 2025, 07:00","19 Sep 2025, 08:44","","Hip Muscle Squat Snatch",,"",2,"normal",80,2,,,
"r","19 Sep 2025, 07:00","19 Sep 2025, 08:44","","Hip Muscle Squat Snatch",,"",3,"normal",80,2,,,
